time,ref_0,Velocity_0,Position_0,ref_1,Velocity_1,Position_1
5.245208740234375e-06,0,0.03981372514431795,-8.530914783477783e-07,0,0.0040647723769422555,2.4557113647460938e-05
0.0045244693756103516,0,-0.02205308042789024,4.7907233238220215e-06,0,-0.03769276895797946,2.3484230041503906e-05
0.009547710418701172,0,-0.01613410802750299,1.7039477825164795e-05,0,-0.08228250616237018,7.68899917602539e-06
0.015017509460449219,0,-0.03350479730072124,2.0854175090789795e-05,0,0.028805655734041653,6.109476089477539e-06
0.019775867462158203,0,0.011354127802140216,3.300607204437256e-06,0,0.019325943654554298,1.2189149856567383e-05
0.02431464195251465,0,-0.0036495607502828134,9.611248970031738e-07,0,0.0135678951687226,2.2113323211669922e-05
0.029165267944335938,0,0.024300957923867855,-2.5331974029541016e-07,0,0.038004481690637394,1.58846378326416e-05
0.034028053283691406,0,-0.0099635064028914,2.7604401111602783e-06,0,-0.0575884431326682,2.1576881408691406e-05
0.039084434509277344,0,-0.009445636328666983,1.615285873413086e-05,0,0.005211714414538981,1.2516975402832031e-06
0.04468894004821777,0,-0.007491179969143177,-3.688037395477295e-07,0,-0.043801897301982175,1.9758939743041992e-05
0.05006599426269531,0,-0.01136206120688408,2.771615982055664e-06,0,0.007739635392594555,1.7583370208740234e-06
0.05525684356689453,0,0.026588963262759772,2.2135674953460693e-05,0,0.00809074231475003,-4.32133674621582e-06
0.06029033660888672,0,0.028318138284125875,6.102025508880615e-06,0,0.021807067346172194,1.5109777450561523e-05
0.06533217430114746,0,-0.01649397124582192,-6.705522537231445e-07,0,-0.01585430300107196,2.205371856689453e-06
0.07048392295837402,0,0.009785886204297177,-1.6693025827407837e-05,0,-0.01412219336603885,-1.7881393432617188e-07
0.07663512229919434,0,0.04607796084059303,9.73045825958252e-06,0,0.050901596735818254,1.4543533325195312e-05
0.08309817314147949,0,-0.022749407489850215,1.4040619134902954e-05,0,-0.00913656708897829,1.4901161193847656e-06
0.08936214447021484,0,-0.022901546581339766,1.8153339624404907e-05,0,0.028548211410452218,1.7911195755004883e-05
0.0962519645690918,0,-0.006142352676500944,-4.3213367462158203e-07,0,-0.058454455525560466,2.3931264877319336e-05
0.10284972190856934,0,-0.0008934012366046758,7.4729323387146e-06,0,-0.020231326098795795,1.341104507446289e-05
0.10933899879455566,0,0.00740134216989538,-7.599592208862305e-06,0,-0.013279530608609777,-1.5407800674438477e-05
0.11598515510559082,0,0.022074421476830586,-4.731118679046631e-07,0,-0.011079306937605246,3.606081008911133e-05
0.12257719039916992,0,-0.017190293919027662,2.1200627088546753e-05,0,-0.013747658542302948,-1.4007091522216797e-06
0.12920451164245605,0,-0.006765540417628922,1.3764947652816772e-05,0,0.025833064713693954,1.811981201171875e-05
0.135819673538208,0,0.03143125136349566,-4.3585896492004395e-07,0,-0.003940231600747603,7.271766662597656e-06
0.1423640251159668,0,-0.01672800888014308,1.2584030628204346e-05,0,-0.047523484823897705,-4.798173904418945e-06
0.14925646781921387,0,-0.06270167536502899,1.4062970876693726e-05,0,-0.007334197887352216,-1.5795230865478516e-06
0.15583205223083496,0,0.04618625481432887,3.46451997756958e-07,0,0.03491488063063759,-1.1742115020751953e-05
0.16289114952087402,0,-0.036878233726460465,-4.3958425521850586e-07,0,0.016470412413073402,1.385807991027832e-05
